Date,Workload sum,Scheduled Hours,Planned Absences,Unplanned Absences,Unpaid Absences,Actual Work Hours,EWH by Load,Daily remain,Rough esteam of merged workload,Max Temp(C),Max Temp Flag,Min Temp(C),Min Temp Flag,Mean Temp(C),Mean Temp Flag,Heat Deg Days(C),Heat Deg Days Flag,Cool Deg Days(C),Cool Deg Days Flag,Total Rain(mm),Total Rain Flag,Total Snow(cm),Total Snow Flag,Total Precip(mm),Total Precip Flag,Snow on Grnd(cm),Snow on Grnd Flag,Dir of Max Gust(10s deg),Dir of Max Gust Flag,Spd of Max Gust(km/h),Spd of Max Gust Flag,Workload sum_ST,Scheduled Hours_ST,Planned Absences_ST,Unplanned Absences_ST,Unpaid Absences_ST,Actual Work Hours_ST,EWH by Load_ST,Daily remain_ST,Rough esteam of merged workload_ST,Max Temp(C)_ST,Max Temp Flag_ST,Min Temp(C)_ST,Min Temp Flag_ST,Mean Temp(C)_ST,Mean Temp Flag_ST,Heat Deg Days(C)_ST,Heat Deg Days Flag_ST,Cool Deg Days(C)_ST,Cool Deg Days Flag_ST,Total Rain(mm)_ST,Total Rain Flag_ST,Total Snow(cm)_ST,Total Snow Flag_ST,Total Precip(mm)_ST,Total Precip Flag_ST,Snow on Grnd(cm)_ST,Snow on Grnd Flag_ST,Dir of Max Gust(10s deg)_ST,Dir of Max Gust Flag_ST,Spd of Max Gust(km/h)_ST,Spd of Max Gust Flag_ST,Workload sum_NT,Scheduled Hours_NT,Planned Absences_NT,Unplanned Absences_NT,Unpaid Absences_NT,Actual Work Hours_NT,EWH by Load_NT,Daily remain_NT,Rough esteam of merged workload_NT,Max Temp(C)_NT,Max Temp Flag_NT,Min Temp(C)_NT,Min Temp Flag_NT,Mean Temp(C)_NT,Mean Temp Flag_NT,Heat Deg Days(C)_NT,Heat Deg Days Flag_NT,Cool Deg Days(C)_NT,Cool Deg Days Flag_NT,Total Rain(mm)_NT,Total Rain Flag_NT,Total Snow(cm)_NT,Total Snow Flag_NT,Total Precip(mm)_NT,Total Precip Flag_NT,Snow on Grnd(cm)_NT,Snow on Grnd Flag_NT,Dir of Max Gust(10s deg)_NT,Dir of Max Gust Flag_NT,Spd of Max Gust(km/h)_NT,Spd of Max Gust Flag_NT
1/12/2019,4,4117.96,541.42,376.44,197.7,3200.1,1.155579746,-11073.03735,187795.4886,11.3,0,-0.2,0,5.6,0,12.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,-1.3404315331590508,-1.0640908745276918,-0.830581482364094,-0.7170599442969661,-0.18692925409439048,-1.014951760596633,-1.3404315331612886,-1.2946422341136465,0.694400729411029,-0.34354013647181364,-0.11941628680530642,-1.130578669873559,-0.11941628680530642,-0.7194933440328705,-0.11941628680530642,0.7699900272707729,-0.11941628680530642,-0.29890942027884293,-0.11941628680530642,-0.45891702804370954,0.0,-0.10860083211722098,0.0,-0.4748867765603047,0.0,-0.1387025092750471,0.0,-0.9714382224721098,-0.08414063238233424,-1.0967960354441186,-0.08414063238233424,3.8892345986309894e-05,0.2128943469229282,0.16899623564958455,0.1018010709070258,0.12799430273209894,0.18096612533095974,3.889234599828955e-05,0.07347362938635889,0.684424716821484,0.48930481283422456,0.0,0.4179566563467492,0.0,0.4553314121037464,0.0,0.4397163120567376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1/13/2019,1286,6316.97,693.5,541.26,233.57,5082.21,371.5188882,-16305.89712,171489.5914,8.7,0,0.8,0,4.8,0,13.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,-1.2854263295811428,-0.2782704644834154,-0.5139659718870189,-0.1431694169392725,0.0770075573858612,-0.20989671954759126,-1.2854263295891597,-1.5888373833113913,0.69005344636252,-0.7152322986076249,-0.11941628680530642,-0.963663538217754,-0.11941628680530642,-0.845693008877107,-0.11941628680530642,0.9038527501358045,-0.11941628680530642,-0.29890942027884293,-0.11941628680530642,-0.45891702804370954,0.0,-0.10860083211722098,0.0,-0.4748867765603047,0.0,-0.1387025092750471,0.0,-0.9714382224721098,-0.08414063238233424,-1.0967960354441186,-0.08414063238233424,0.012503889234598631,0.3265809290720963,0.21646575564808632,0.1463735193899075,0.1512171435970478,0.28739972245187867,0.012503889233771888,0.017508333279704275,0.6832264222066237,0.4197860962566845,0.0,0.44891640866873067,0.0,0.4322766570605187,0.0,0.46808510638297873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1/14/2019,70703,9388.93,880.5,610.76,224.01,7897.67,20425.73869,43365.48382,214855.0753,4.9,0,-1.9,0,1.5,0,16.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,1.6929638551050072,0.8195002900104773,-0.12465047702107297,0.09882422249380425,0.006663651120145937,0.9943900999645174,1.6929638551265385,1.7659306766167198,0.7016150323787045,-1.2584746894215026,-0.11941628680530642,-1.4143343936884274,-0.11941628680530642,-1.3662666263595824,-0.11941628680530642,1.4560364819540605,-0.11941628680530642,-0.29890942027884293,-0.11941628680530642,-0.45891702804370954,0.0,-0.10860083211722098,0.0,-0.4748867765603047,0.0,-0.1387025092750471,0.0,-0.9714382224721098,-0.08414063238233424,-1.0967960354441186,-0.08414063238233424,0.6874513845675171,0.4853981390433827,0.274835036551031,0.16516847855481637,0.14502783892269844,0.4466143992508237,0.6874513845988864,0.6556921658650148,0.6864132830822204,0.3181818181818182,0.0,0.3653250773993808,0.0,0.3371757925072046,0.0,0.5851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1/15/2019,45940,10685.71,916.57,682.55,216.29,9086.59,13271.83338,14487.07766,229342.1529,5.3,0,-2.0,0,1.7,0,16.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.6304881482409374,1.2829070918609535,-0.049556306433828655,0.348791465298129,-0.050141260634176406,1.502939568063633,0.630488148353989,0.14236586076952001,0.7054774035258078,-1.2012912798621471,-0.11941628680530642,-1.4310259068540077,-0.11941628680530642,-1.3347167101485233,-0.11941628680530642,1.4225708012378027,-0.11941628680530642,-0.29890942027884293,-0.11941628680530642,-0.45891702804370954,0.0,-0.10860083211722098,0.0,-0.4748867765603047,0.0,-0.1387025092750471,0.0,-0.9714382224721098,-0.08414063238233424,-1.0967960354441186,-0.08414063238233424,0.44667859365276913,0.5524403471276561,0.2860937529262675,0.1845827248634323,0.14002978117311926,0.513847999990952,0.4466785936957817,0.3468383798151282,0.6874779155191981,0.32887700534759357,0.0,0.3622291021671827,0.0,0.34293948126801155,0.0,0.5780141843971632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1/16/2019,48503,10384.44,900.5,697.05,273.13,8786.89,14012.2711,18087.47902,247429.6319,7.2,0,-1.8,0,2.7,0,15.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.7404556496217317,1.1752476837936696,-0.08301245617979534,0.39927934690646877,0.3680959393808084,1.3747456815201269,0.7404556494304123,0.3447830211431798,0.7102996705794087,-0.9296700844552083,-0.11941628680530642,-1.397642880522847,-0.11941628680530642,-1.1769671290932278,-0.11941628680530642,1.255242397656513,-0.11941628680530642,-0.29890942027884293,-0.11941628680530642,-0.45891702804370954,0.0,-0.10860083211722098,0.0,-0.4748867765603047,0.0,-0.1387025092750471,0.0,-0.9714382224721098,-0.08414063238233424,-1.0967960354441186,-0.08414063238233424,0.4715988643434972,0.5368649943079419,0.28107774039091815,0.18850397533668667,0.1768289524796064,0.49689992094289454,0.4715988643184763,0.3853445766313295,0.688807135764871,0.3796791443850267,0.0,0.368421052631579,0.0,0.3717579250720461,0.0,0.5425531914893618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1/17/2019,45430,10329.65,927.5,659.06,304.72,8743.09,13124.49696,15166.09123,262595.7232,10.4,0,0.1,0,5.3,0,12.7,0,0.0,0,12.2,0,0.0,0,12.2,0,0,0,9,0,41,0,0.608606202979835,1.155668372982747,-0.026801128044070532,0.2670010970926186,0.6005398723236899,1.3560106390422977,0.6086062027327607,0.18054049324843374,0.7143430722280238,-0.4722028079803637,-0.11941628680530642,-1.0805041303768175,-0.11941628680530642,-0.7668182183494592,-0.11941628680530642,0.8201885483451596,-0.11941628680530642,-0.29890942027884293,-0.11941628680530642,1.652572765012677,0.0,-0.10860083211722098,0.0,1.5973192928531057,0.0,-0.1387025092750471,0.0,-0.17388549505252274,-0.08414063238233424,0.8060898241383633,-0.08414063238233424,0.4417198195395146,0.5340324069909433,0.28950539057476576,0.17823029909676022,0.19728084941085075,0.49442302450544073,0.44171981950072997,0.3541004118923774,0.6899216678455264,0.4652406417112299,0.0,0.42724458204334365,0.0,0.446685878962536,0.0,0.450354609929078,0.0,0.0,0.0,0.22262773722627738,0.0,0.0,0.0,0.22262773722627738,0.0,0.0,0.0,0.2647058823529412,0.0,0.4361702127659574,0.0
1/18/2019,40937,8095.95,796.25,456.85,354.09,6842.85,11826.49201,17250.70738,279846.4306,9.8,0,6.8,0,8.3,0,9.7,0,0.0,0,7.4,0,0.0,0,7.4,0,0,0,13,0,50,0,0.4158305558070262,0.3574514253945598,-0.300050639814955,-0.43707852635720057,0.9638116978820955,0.5432006591776612,0.4158305554624841,0.2977391162241987,0.7189422492579642,-0.557977922319397,-0.11941628680530642,0.037827251717075565,-0.11941628680530642,-0.2935694751835722,-0.11941628680530642,0.3182033376012907,-0.11941628680530642,-0.29890942027884293,-0.11941628680530642,0.821822682498689,0.0,-0.10860083211722098,0.0,0.7820251016084852,0.0,-0.1387025092750471,0.0,0.18058238380062705,-0.08414063238233424,1.223796476241835,-0.08414063238233424,0.398033991910392,0.4185523870971744,0.24853764662550645,0.12354643301422467,0.22924381716949374,0.38696417321988624,0.39803399184786925,0.37639532618996885,0.6911893950687762,0.44919786096256686,0.0,0.6346749226006192,0.0,0.5331412103746398,0.0,0.34397163120567376,0.0,0.0,0.0,0.135036496350365,0.0,0.0,0.0,0.135036496350365,0.0,0.0,0.0,0.38235294117647056,0.0,0.5319148936170213,0.0
1/19/2019,3,3440.97,384.75,191.15,84.54,2865.07,0.866684809,-9914.342393,269932.0882,9.6,0,4.2,0,6.9,0,11.1,0,0.0,0,2.0,0,0.0,0,2.0,0,0,0,21,0,63,0,-1.3404744389340728,-1.306014539902508,-1.1567529186242422,-1.3622254327941574,-1.0195774165450533,-1.1582577259241964,-1.3404744389363963,-1.2294995682039715,0.7162990060114267,-0.5865696270990749,-0.11941628680530642,-0.39615209058801715,-0.11941628680530642,-0.5144188886609861,-0.11941628680530642,0.5524631026150962,-0.11941628680530642,-0.29890942027884293,-0.11941628680530642,-0.11277116032954783,0.0,-0.10860083211722098,0.0,-0.13518086354171288,0.0,-0.1387025092750471,0.0,0.8895181415069267,-0.08414063238233424,1.827150529280183,-0.08414063238233424,2.916925948973242e-05,0.17789465194693202,0.12009401511982871,0.051692898480177406,0.054732616858733665,0.16202012959031684,2.9169259481889095e-05,0.08586584114360084,0.6904608057147478,0.44385026737967914,0.0,0.5541795665634676,0.0,0.49279538904899134,0.0,0.39361702127659576,0.0,0.0,0.0,0.03649635036496351,0.0,0.0,0.0,0.03649635036496351,0.0,0.0,0.0,0.6176470588235294,0.0,0.6702127659574468,0.0
1/20/2019,0,6371.9,639.57,548.7,319.27,5183.63,0.0,-17942.959,251989.1292,7.3,0,1.9,0,4.6,0,13.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,30,0,46,0,-1.340603156259138,-0.2586411244059571,-0.6262428950855239,-0.1172639107898897,0.707600943052367,-0.16651525817541118,-1.340603156261422,-1.6808741825380098,0.7115152691496003,-0.9153742320653694,-0.11941628680530642,-0.7800568933963684,-0.11941628680530642,-0.8772429250881661,-0.11941628680530642,0.9373184308520626,-0.11941628680530642,-0.29890942027884293,-0.11941628680530642,-0.45891702804370954,0.0,-0.10860083211722098,0.0,-0.4748867765603047,0.0,-0.1387025092750471,0.0,1.6870708689265137,-0.08414063238233424,1.0381490753069587,-0.08414063238233424,0.0,0.329420754246813,0.19963230474383067,0.1483855265292877,0.2067007639518322,0.29313503835796473,0.0,0.0,0.6891422060154708,0.38235294117647056,0.0,0.48297213622291024,0.0,0.4265129682997118,0.0,0.4751773049645391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.48936170212765956,0.0
1/21/2019,71255,9488.19,830.06,673.24,305.13,7984.89,20585.20869,43615.57475,295604.7039,7.0,0,-1.6,0,2.7,0,15.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,1.7166478429170238,0.8549710399847816,-0.22966156558277528,0.31637476338270554,0.6035567134919891,1.0316976434557574,1.7166478422100941,1.7799909690186224,0.7231435313800458,-0.958261789234886,-0.11941628680530642,-1.3642598541916857,-0.11941628680530642,-1.1769671290932278,-0.11941628680530642,1.255242397656513,-0.11941628680530642,-0.29890942027884293,-0.11941628680530642,-0.45891702804370954,0.0,-0.10860083211722098,0.0,-0.4748867765603047,0.0,-0.1387025092750471,0.0,-0.9714382224721098,-0.08414063238233424,-1.0967960354441186,-0.08414063238233424,0.6928185283136279,0.4905297801655815,0.25909093746683565,0.1820650116285359,0.19754629030169626,0.4515467030698813,0.6928185281801198,0.658366881711841,0.692347445668708,0.37433155080213903,0.0,0.3746130030959752,0.0,0.3717579250720461,0.0,0.5425531914893618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
