Date,Workload sum,Scheduled Hours,Planned Absences,Unplanned Absences,Unpaid Absences,Actual Work Hours,EWH by Load,Daily remain,Rough esteam of merged workload,Max Temp(C),Max Temp Flag,Min Temp(C),Min Temp Flag,Mean Temp(C),Mean Temp Flag,Heat Deg Days(C),Heat Deg Days Flag,Cool Deg Days(C),Cool Deg Days Flag,Total Rain(mm),Total Rain Flag,Total Snow(cm),Total Snow Flag,Total Precip(mm),Total Precip Flag,Snow on Grnd(cm),Snow on Grnd Flag,Dir of Max Gust(10s deg),Dir of Max Gust Flag,Spd of Max Gust(km/h),Spd of Max Gust Flag,Workload sum_ST,Scheduled Hours_ST,Planned Absences_ST,Unplanned Absences_ST,Unpaid Absences_ST,Actual Work Hours_ST,EWH by Load_ST,Daily remain_ST,Rough esteam of merged workload_ST,Max Temp(C)_ST,Max Temp Flag_ST,Min Temp(C)_ST,Min Temp Flag_ST,Mean Temp(C)_ST,Mean Temp Flag_ST,Heat Deg Days(C)_ST,Heat Deg Days Flag_ST,Cool Deg Days(C)_ST,Cool Deg Days Flag_ST,Total Rain(mm)_ST,Total Rain Flag_ST,Total Snow(cm)_ST,Total Snow Flag_ST,Total Precip(mm)_ST,Total Precip Flag_ST,Snow on Grnd(cm)_ST,Snow on Grnd Flag_ST,Dir of Max Gust(10s deg)_ST,Dir of Max Gust Flag_ST,Spd of Max Gust(km/h)_ST,Spd of Max Gust Flag_ST,Workload sum_NT,Scheduled Hours_NT,Planned Absences_NT,Unplanned Absences_NT,Unpaid Absences_NT,Actual Work Hours_NT,EWH by Load_NT,Daily remain_NT,Rough esteam of merged workload_NT,Max Temp(C)_NT,Max Temp Flag_NT,Min Temp(C)_NT,Min Temp Flag_NT,Mean Temp(C)_NT,Mean Temp Flag_NT,Heat Deg Days(C)_NT,Heat Deg Days Flag_NT,Cool Deg Days(C)_NT,Cool Deg Days Flag_NT,Total Rain(mm)_NT,Total Rain Flag_NT,Total Snow(cm)_NT,Total Snow Flag_NT,Total Precip(mm)_NT,Total Precip Flag_NT,Snow on Grnd(cm)_NT,Snow on Grnd Flag_NT,Dir of Max Gust(10s deg)_NT,Dir of Max Gust Flag_NT,Spd of Max Gust(km/h)_NT,Spd of Max Gust Flag_NT,holiday,NATIONAL_HOLIDAY_IND,PROVINCIAL_HOLIDAY_IND,IMPACT_DAY_FLG,DAY_OF_WEEK,WEEK_OF_YEAR,DAY_OF_MONTH,MONTH_NO,YEAR_NO,PreviousDayHoliday,NextDayHoliday,Holiday_with_weekend
5/9/2019,41410,9991.4,1078.6,571.07,314.84,8341.73,11963.13932,12535.38522,1346706.561,21.4,0,9.9,0,15.7,0,2.3,0,0,0,0,0,0,0,0,0,0,0,30,0,35,0,0.436124987,1.034794092,0.287774119,-0.039373296,0.675004342,1.184332633,0.436124988,0.032640305,1.003375722,1.100340955,-0.119416287,0.55526416,-0.119416287,0.873777425,-0.119416287,-0.920026849,-0.119416287,-0.29890942,-0.119416287,-0.458917028,0,-0.108600832,0,-0.474886777,0,-0.138702509,0,1.687070869,-0.084140632,0.527618723,-0.084140632,0.402633012,0.516545226,0.336669018,0.15443507,0.203832707,0.471726058,0.402633012,0.325965081,0.76959126,0.759358289,0,0.730650155,0,0.746397695,0,0.081560284,0,0,0,0,0,0,0,0,0,0,0,0.882352941,0,0.372340426,0,0,0,0,0,5,18,9,5,2019,0,0,0
5/10/2019,40308,7803.77,757.31,516.13,364.23,6530.33,11644.7771,17703.48474,1364410.046,22.9,0,9.7,0,16.3,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388842823,0.253040346,-0.381119866,-0.230670139,1.038423331,0.409523137,0.388842824,0.323194586,1.008095613,1.314778741,-0.119416287,0.521881134,-0.119416287,0.968427173,-0.119416287,-1.020423891,-0.119416287,-0.29890942,-0.119416287,-0.458917028,0,-0.108600832,0,-0.474886777,0,-0.138702509,0,-0.971438222,-0.084140632,-1.096796035,-0.084140632,0.391918171,0.403446978,0.236383102,0.139577587,0.235808624,0.369291121,0.391918171,0.381237768,0.770892261,0.799465241,0,0.724458204,0,0.763688761,0,0.060283688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,10,5,2019,0,0,0
5/11/2019,59,3296.98,494,228.68,118.63,2574.3,17.04480125,-8851.851924,1355558.194,21.4,0,10.8,0,16.1,0,1.9,0,0,0,0,0,0,0,0,0,0,0,19,0,32,0,-1.338071716,-1.357469641,-0.92930523,-1.231548868,-0.768738111,-1.282631888,-1.338071716,-1.169765588,1.005735638,1.100340955,-0.119416287,0.705487778,-0.119416287,0.936877257,-0.119416287,-0.98695821,-0.119416287,-0.29890942,-0.119416287,-0.458917028,0,-0.108600832,0,-0.474886777,0,-0.138702509,0,0.712284202,-0.084140632,0.388383172,-0.084140632,0.000573662,0.170450515,0.154194785,0.061842176,0.076803056,0.145577043,0.000573662,0.097229148,0.770241752,0.759358289,0,0.758513932,0,0.757925072,0,0.067375887,0,0,0,0,0,0,0,0,0,0,0,0.558823529,0,0.340425532,0,0,0,0,0,7,18,11,5,2019,0,0,1
5/12/2019,28,6342.97,797.5,531.25,398.38,5014.22,8.08905822,-17328.55205,1338229.642,16.6,0,11.2,0,13.9,0,4.1,0,0,0,0,0,0,0,0,0,0,0,19,0,37,0,-1.339401795,-0.268979315,-0.297448264,-0.178023465,1.289704126,-0.238978809,-1.339401795,-1.646331781,1.001115707,0.41414004,-0.119416287,0.772253831,-0.119416287,0.589828179,-0.119416287,-0.618835722,-0.119416287,-0.29890942,-0.119416287,-0.458917028,0,-0.108600832,0,-0.474886777,0,-0.138702509,0,0.712284202,-0.084140632,0.620442423,-0.084140632,0.000272246,0.327925103,0.248927816,0.143666504,0.257917908,0.283554878,0.000272246,0.006571066,0.768968305,0.631016043,0,0.770897833,0,0.694524496,0,0.145390071,0,0,0,0,0,0,0,0,0,0,0,0.558823529,0,0.393617021,0,0,0,0,1,1,19,12,5,2019,0,0,1
5/13/2019,67159,9316.89,896.93,549.14,282.63,7870.82,19401.89504,39914.42418,1378144.066,16.6,0,8.4,0,12.5,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.540905788,0.793756659,-0.090444843,-0.115731865,0.437998357,0.982905262,1.540905789,1.571909615,1.011757213,0.41414004,-0.119416287,0.304891462,-0.119416287,0.368978765,-0.119416287,-0.384575957,-0.119416287,-0.29890942,-0.119416287,-0.458917028,0,-0.108600832,0,-0.474886777,0,-0.138702509,0,-0.971438222,-0.084140632,-1.096796035,-0.084140632,0.652992766,0.481673744,0.279963418,0.148504516,0.182979412,0.445096028,0.652992766,0.618783175,0.771901553,0.631016043,0,0.684210526,0,0.654178674,0,0.195035461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,13,5,2019,0,0,0
5/14/2019,48141,10321.28,834.67,631.66,330.08,8854.95,13907.69113,17489.89164,1395633.958,14.8,0,10.8,0,12.8,0,5.2,0,0,0,9.4,0,0,0,9.4,0,0,0,14,0,33,0,0.724923759,1.152677338,-0.220064002,0.17159641,0.787142536,1.403857713,0.724923758,0.311186228,1.016420158,0.156814697,-0.119416287,0.705487778,-0.119416287,0.41630364,-0.119416287,-0.434774479,-0.119416287,-0.29890942,-0.119416287,1.16796855,0,-0.108600832,0,1.121731015,0,-0.138702509,0,0.269199354,-0.084140632,0.434795022,-0.084140632,0.468079107,0.533599686,0.260529881,0.170820488,0.21369934,0.500748724,0.468079107,0.378953395,0.773186857,0.582887701,0,0.758513932,0,0.662824207,0,0.184397163,0,0,0,0.171532847,0,0,0,0.171532847,0,0,0,0.411764706,0,0.35106383,0,0,0,0,0,3,19,14,5,2019,0,0,0
5/15/2019,39811,9958.34,910.29,586.84,436.09,8461.21,11501.19631,10522.80927,1406156.767,17.6,0,10.6,0,14.1,0,3.9,0,0,0,1.6,0,0,0,1.6,0,0,0,29,0,46,0,0.367518653,1.022980038,-0.062630645,0.015536627,1.567179932,1.235439092,0.367518653,-0.080508166,1.019225624,0.557098564,-0.119416287,0.672104752,-0.119416287,0.621378095,-0.119416287,-0.652301403,-0.119416287,-0.29890942,-0.119416287,-0.182000334,0,-0.108600832,0,-0.203122046,0,-0.138702509,0,1.598453899,-0.084140632,1.038149075,-0.084140632,0.387085797,0.514836057,0.284133544,0.158699767,0.282331995,0.478482669,0.387085796,0.304440635,0.773960162,0.657754011,0,0.752321981,0,0.700288184,0,0.138297872,0,0,0,0.02919708,0,0,0,0.02919708,0,0,0,0.852941176,0,0.489361702,0,0,0,0,0,4,19,15,5,2019,0,0,0
5/16/2019,35669,10018.64,1041.09,661.65,367.36,8315.9,10304.59349,6883.794891,1413040.562,17.6,0,11.7,0,14.7,0,3.3,0,0,0,0.2,0,0,0,0.2,0,0,0,30,0,33,0,0.189802933,1.044528357,0.209682011,0.276019277,1.061454338,1.173284091,0.189802933,-0.285096179,1.021060899,0.557098564,-0.119416287,0.855711397,-0.119416287,0.716027844,-0.119416287,-0.752698445,-0.119416287,-0.29890942,-0.119416287,-0.424302441,0,-0.108600832,0,-0.440916185,0,-0.138702509,0,1.687070869,-0.084140632,0.434795022,-0.084140632,0.346812772,0.517953506,0.324960827,0.178930716,0.237835038,0.470265367,0.346812772,0.265521473,0.774466041,0.657754011,0,0.786377709,0,0.717579251,0,0.117021277,0,0,0,0.003649635,0,0,0,0.003649635,0,0,0,0.882352941,0,0.35106383,0,0,0,0,0,5,19,16,5,2019,0,0,0
5/17/2019,35217,7757.5,877.25,534.89,357.1,6345.36,10174.01298,13252.7521,1426293.314,17,0,11.1,0,14.1,0,3.9,0,0,0,0,0,0,0,0,0,0,0,20,0,42,0,0.170409523,0.236505674,-0.131416655,-0.165349266,0.985959727,0.33040394,0.170409523,0.072971188,1.024594189,0.47132345,-0.119416287,0.755562318,-0.119416287,0.621378095,-0.119416287,-0.652301403,-0.119416287,-0.29890942,-0.119416287,-0.458917028,0,-0.108600832,0,-0.474886777,0,-0.138702509,0,0.800901172,-0.084140632,0.852501674,-0.084140632,0.342417937,0.401054866,0.273820597,0.144650873,0.231192542,0.358831041,0.342417937,0.333637301,0.775439965,0.64171123,0,0.767801858,0,0.700288184,0,0.138297872,0,0,0,0,0,0,0,0,0,0,0,0.588235294,0,0.446808511,0,0,0,0,0,6,19,17,5,2019,0,0,0
5/18/2019,3,3301.96,378.65,198.38,137.15,2724.93,0.866684809,-9429.252547,1416864.061,18.2,0,11.4,0,14.8,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.340474439,-1.355690028,-1.169452515,-1.33705113,-0.632465188,-1.218201307,-1.340474439,-1.202227467,1.022080274,0.642873678,-0.119416287,0.805636857,-0.119416287,0.731802802,-0.119416287,-0.769431286,-0.119416287,-0.29890942,-0.119416287,-0.458917028,0,-0.108600832,0,-0.474886777,0,-0.138702509,0,-0.971438222,-0.084140632,-1.096796035,-0.084140632,2.92E-05,0.170707976,0.11818999,0.053648115,0.088793215,0.154095192,2.92E-05,0.091053864,0.774747024,0.673796791,0,0.777089783,0,0.720461095,0,0.113475177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,18,5,2019,0,0,1
5/19/2019,10,5673.93,928.47,469.37,319.6,4276.09,2.888949364,-14791.54015,1402072.521,21.1,0,9.3,0,15.2,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.340174099,-0.508062033,-0.024781684,-0.393484852,0.710029132,-0.554707049,-1.340174099,-1.503699143,1.018136731,1.057453398,-0.119416287,0.455115081,-0.119416287,0.794902634,-0.119416287,-0.836362647,-0.119416287,-0.29890942,-0.119416287,-0.458917028,0,-0.108600832,0,-0.474886777,0,-0.138702509,0,-0.971438222,-0.084140632,-1.096796035,-0.084140632,9.72E-05,0.293336415,0.289808162,0.12693223,0.206914411,0.241813518,9.72E-05,0.033704341,0.773660017,0.751336898,0,0.712074303,0,0.731988473,0,0.09929078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,19,5,2019,0,1,1
5/20/2019,14447,631.99,98,63.8,12.29,470.19,4173.665147,12819.4533,1414891.975,14.5,0,10.9,0,12.7,0,5.3,0,0,0,7,0,0,0,7,0,0,0,10,0,35,0,-0.720743425,-2.309808891,-1.753738042,-1.80564831,-1.551203696,-2.182645364,-0.720743424,0.048610817,1.0215545,0.11392714,-0.119416287,0.722179292,-0.119416287,0.400528681,-0.119416287,-0.418041638,-0.119416287,-0.29890942,-0.119416287,0.752593509,0,-0.108600832,0,0.714083919,0,-0.138702509,0,-0.085268525,-0.084140632,0.527618723,-0.084140632,0.140469431,0.032673241,0.030589249,0.017253502,0.007956753,0.026589314,0.140469431,0.329003182,0.774602098,0.57486631,0,0.761609907,0,0.659942363,0,0.187943262,0,0,0,0.127737226,0,0,0,0.127737226,0,0,0,0.294117647,0,0.372340426,0,1,1,0,0,2,20,20,5,2019,0,0,1
5/21/2019,67146,8830.48,1110.94,578.54,166.11,7141,19398.1394,42427.67129,1457319.646,18.4,0,10,0,14.2,0,3.8,0,0,0,1.6,0,0,0,1.6,0,0,0,30,0,39,0,1.540348013,0.619937119,0.355102799,-0.013363332,-0.419373187,0.670731548,1.540348013,1.71320618,1.032866058,0.671465383,-0.119416287,0.571955673,-0.119416287,0.637153053,-0.119416287,-0.669034244,-0.119416287,-0.29890942,-0.119416287,-0.182000334,0,-0.108600832,0,-0.203122046,0,-0.138702509,0,1.687070869,-0.084140632,0.713266124,-0.084140632,0.652866366,0.456526842,0.34676347,0.15645519,0.107542406,0.4038246,0.652866366,0.645662286,0.777720041,0.679144385,0,0.73374613,0,0.703170029,0,0.134751773,0,0,0,0.02919708,0,0,0,0.02919708,0,0,0,0.882352941,0,0.414893617,0,0,0,0,0,3,20,21,5,2019,1,0,0
5/22/2019,42948,9274.33,1244.31,529.55,160.64,7500.47,12407.45973,16985.37811,1474305.024,20.2,0,8.7,0,14.5,0,3.5,0,0,0,0,0,0,0,0,0,0,0,29,0,33,0,0.502114069,0.778547762,0.632765941,-0.183942734,-0.459622263,0.824491496,0.502114069,0.282822113,1.037394496,0.928790726,-0.119416287,0.354966002,-0.119416287,0.684477927,-0.119416287,-0.719232765,-0.119416287,-0.29890942,-0.119416287,-0.458917028,0,-0.108600832,0,-0.474886777,0,-0.138702509,0,1.598453899,-0.084140632,0.434795022,-0.084140632,0.417587119,0.479473436,0.388392941,0.143206772,0.104001036,0.424152681,0.417587119,0.373557637,0.778968269,0.727272727,0,0.693498452,0,0.711815562,0,0.124113475,0,0,0,0,0,0,0,0,0,0,0,0.852941176,0,0.35106383,0,0,0,0,0,4,20,22,5,2019,0,0,0
5/23/2019,39167,9996.53,1367.29,596.55,221.09,8032.69,11315.14797,11362.11668,1485667.141,19.9,0,9.4,0,14.7,0,3.3,0,0,0,0,0,0,0,0,0,0,0,29,0,46,0,0.339887334,1.036627307,0.888798131,0.049346099,-0.014822145,1.052143649,0.339887333,-0.033321699,1.040423727,0.885903169,-0.119416287,0.471806594,-0.119416287,0.716027844,-0.119416287,-0.752698445,-0.119416287,-0.29890942,-0.119416287,-0.458917028,0,-0.108600832,0,-0.474886777,0,-0.138702509,0,1.598453899,-0.084140632,1.038149075,-0.084140632,0.380824129,0.516810442,0.426779327,0.161325653,0.143137382,0.4542498,0.380824129,0.313417005,0.779803253,0.719251337,0,0.715170279,0,0.717579251,0,0.117021277,0,0,0,0,0,0,0,0,0,0,0,0.852941176,0,0.489361702,0,0,0,0,0,5,20,23,5,2019,0,0,0
5/24/2019,35896,7758.39,981.62,519.54,187.17,6257.23,10370.17264,14236.8111,1499903.952,16.4,0,12,0,14.2,0,3.8,0,0,0,2,0,0,0,2,0,0,0,27,0,48,0,0.199542544,0.236823717,0.085871356,-0.218796782,-0.264410565,0.292707153,0.199542544,0.128295694,1.044219375,0.385548335,-0.119416287,0.905785936,-0.119416287,0.637153053,-0.119416287,-0.669034244,-0.119416287,-0.29890942,-0.119416287,-0.11277116,0,-0.108600832,0,-0.135180864,0,-0.138702509,0,1.42121996,-0.084140632,1.130972776,-0.084140632,0.349019913,0.401100878,0.306398147,0.140499757,0.121177004,0.353847276,0.349019913,0.344161786,0.780849494,0.625668449,0,0.795665635,0,0.703170029,0,0.134751773,0,0,0,0.03649635,0,0,0,0.03649635,0,0,0,0.794117647,0,0.510638298,0,0,0,0,0,6,20,24,5,2019,0,0,0
5/25/2019,2,3294.97,585.39,188.12,63.29,2521.46,0.577789873,-8725.94806,1491178.004,15.1,0,10.2,0,12.7,0,5.3,0,0,0,8.6,0,0,0,8.6,0,0,0,0,0,0,0,-1.340517345,-1.358187918,-0.739040294,-1.372775659,-1.175938087,-1.305233706,-1.340517345,-1.162687182,1.041892968,0.199702254,-0.119416287,0.605338699,-0.119416287,0.400528681,-0.119416287,-0.418041638,-0.119416287,-0.29890942,-0.119416287,1.029510203,0,-0.108600832,0,0.985848649,0,-0.138702509,0,-0.971438222,-0.084140632,-1.096796035,-0.084140632,1.94E-05,0.1703466,0.18272082,0.050873492,0.04097501,0.142588934,1.94E-05,0.098575687,0.780208238,0.590909091,0,0.73993808,0,0.659942363,0,0.187943262,0,0,0,0.156934307,0,0,0,0.156934307,0,0,0,0,0,0,0,0,0,0,0,7,20,25,5,2019,0,0,1
5/26/2019,34,6242.93,809.12,457.72,238.29,4976.09,9.822427838,-17190.56635,1473987.437,20.6,0,7.6,0,14.1,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.33914436,-0.304728799,-0.273256573,-0.434049253,0.111738022,-0.255288562,-1.33914436,-1.638574125,1.037309825,0.985974136,-0.119416287,0.171359357,-0.119416287,0.621378095,-0.119416287,-0.652301403,-0.119416287,-0.29890942,-0.119416287,-0.458917028,0,-0.108600832,0,-0.474886777,0,-0.138702509,0,-0.971438222,-0.084140632,-1.096796035,-0.084140632,0.000330585,0.322753136,0.252554827,0.123781708,0.154272951,0.281398621,0.000330585,0.008046819,0.77894493,0.737967914,0,0.659442724,0,0.700288184,0,0.138297872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,26,5,2019,0,0,1
5/27/2019,66753,9246.77,932.16,629.83,220.61,7684.78,19284.60369,40152.39531,1514139.833,23.9,0,11.8,0,17.9,0,0.1,0,0,0,0,0,0,0,0,0,0,0,17,0,35,0,1.523486044,0.768699143,-0.017099469,0.165224492,-0.018354056,0.903328383,1.523486044,1.585288524,1.048014776,1.457737265,-0.119416287,0.87240291,-0.119416287,1.220826503,-0.119416287,-1.288149337,-0.119416287,-0.29890942,-0.119416287,-0.458917028,0,-0.108600832,0,-0.474886777,0,-0.138702509,0,0.535050263,-0.084140632,0.527618723,-0.084140632,0.649045193,0.478048612,0.290959941,0.170325599,0.142826622,0.434575438,0.649045193,0.62132827,0.781895666,0.826203209,0,0.789473684,0,0.809798271,0,0.003546099,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.372340426,0,0,0,0,0,2,21,27,5,2019,0,0,0
5/28/2019,46039,10284.36,1075.17,580.26,303.44,8628.93,13300.43398,16170.25219,1530310.085,19.5,0,12.4,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,41,0,0.63473582,1.139483905,0.280633199,-0.007374425,0.591121441,1.307179761,0.63473582,0.236995146,1.052325895,0.828719759,-0.119416287,0.972551989,-0.119416287,0.921102299,-0.119416287,-0.97022537,-0.119416287,-0.29890942,-0.119416287,-0.458917028,0,-0.108600832,0,-0.474886777,0,-0.138702509,0,-0.173885495,-0.084140632,0.806089824,-0.084140632,0.447641179,0.53169096,0.335598394,0.156920331,0.196452156,0.48796726,0.447641179,0.364839887,0.783083993,0.70855615,0,0.808049536,0,0.755043228,0,0.070921986,0,0,0,0,0,0,0,0,0,0,0,0.264705882,0,0.436170213,0,0,0,0,0,3,21,28,5,2019,0,0,0
5/29/2019,40488,9905.33,1072.45,609.61,326.83,8223.27,11696.77819,12023.43049,1542333.515,19.1,0,11.4,0,15.3,0,2.7,0,0,0,0,0,0,0,0,0,0,0,24,0,37,0,0.396565863,1.004036813,0.274970428,0.094820011,0.763228551,1.133662471,0.396565863,0.003857841,1.055531437,0.77153635,-0.119416287,0.805636857,-0.119416287,0.810677592,-0.119416287,-0.853095487,-0.119416287,-0.29890942,-0.119416287,-0.458917028,0,-0.108600832,0,-0.474886777,0,-0.138702509,0,1.155369051,-0.084140632,0.620442423,-0.084140632,0.393668326,0.512095494,0.334749387,0.164857483,0.211595235,0.465027127,0.393668326,0.320489739,0.783967576,0.697860963,0,0.777089783,0,0.734870317,0,0.095744681,0,0,0,0,0,0,0,0,0,0,0,0.705882353,0,0.393617021,0,0,0,0,0,4,21,29,5,2019,0,0,0
5/30/2019,32800,9966.8,1083.95,651.74,328.58,8231.11,9475.753915,4308.292593,1546641.808,21.2,0,9.9,0,15.6,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066706264,1.026003235,0.29891229,0.241513422,0.776105312,1.137015958,0.066706265,-0.429892775,1.056680063,1.07174925,-0.119416287,0.55526416,-0.119416287,0.858002467,-0.119416287,-0.903294009,-0.119416287,-0.29890942,-0.119416287,-0.458917028,0,-0.108600832,0,-0.474886777,0,-0.138702509,0,-0.971438222,-0.084140632,-1.096796035,-0.084140632,0.318917237,0.515273431,0.338338941,0.176250744,0.212728214,0.46547048,0.318917237,0.237976544,0.784284185,0.754010695,0,0.730650155,0,0.74351585,0,0.085106383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,30,5,2019,0,0,0
5/31/2019,34890,7824.55,819.48,584.94,342.42,6420.13,10079.54433,12666.93829,1559308.746,22.2,0,11.3,0,16.8,0,1.2,0,0,0,0,0,0,0,0,0,0,0,20,0,32,0,0.156379334,0.260466119,-0.251688079,0.008920974,0.877942097,0.362386112,0.156379334,0.040036313,1.06005717,1.214707774,-0.119416287,0.788945344,-0.119416287,1.047301964,-0.119416287,-1.104088093,-0.119416287,-0.29890942,-0.119416287,-0.458917028,0,-0.108600832,0,-0.474886777,0,-0.138702509,0,0.800901172,-0.084140632,0.388383172,-0.084140632,0.339238488,0.404521283,0.255788547,0.158185948,0.221688463,0.363059295,0.339238488,0.327372038,0.785215059,0.780748663,0,0.773993808,0,0.778097983,0,0.042553191,0,0,0,0,0,0,0,0,0,0,0,0.588235294,0,0.340425532,0,0,0,0,0,6,21,31,5,2019,0,0,0
6/1/2019,0,3281.97,469.75,206.98,125.61,2605.24,0,-9017.949682,1550290.797,21.2,0,11.1,0,16.2,0,1.8,0,0,0,0,0,0,0,0,0,0,0,21,0,35,0,-1.340603156,-1.362833493,-0.97979133,-1.307106594,-0.717378229,-1.269397591,-1.340603156,-1.179103724,1.057652913,1.07174925,-0.119416287,0.755562318,-0.119416287,0.952652215,-0.119416287,-1.003691051,-0.119416287,-0.29890942,-0.119416287,-0.458917028,0,-0.108600832,0,-0.474886777,0,-0.138702509,0,0.889518142,-0.084140632,0.527618723,-0.084140632,0,0.169674514,0.146625506,0.055973822,0.081322025,0.147326705,0,0.095452737,0.784552344,0.754010695,0,0.767801858,0,0.760806916,0,0.063829787,0,0,0,0,0,0,0,0,0,0,0,0.617647059,0,0.372340426,0,0,0,0,0,7,21,1,6,2019,0,0,1
6/2/2019,489,6213.92,756,500.06,295.24,4957.86,141.2696239,-16672.46382,1533618.333,24.3,0,13.7,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,29,0,35,0,-1.319622232,-0.315095578,-0.383847157,-0.286624639,0.530784618,-0.263086275,-1.319622232,-1.609446027,1.0532079,1.514920674,-0.119416287,1.18954166,-0.119416287,1.394351042,-0.119416287,-1.304882177,-0.119416287,1.108450614,-0.119416287,-0.458917028,0,-0.108600832,0,-0.474886777,0,-0.138702509,0,1.598453899,-0.084140632,0.527618723,-0.084140632,0.004754589,0.321253349,0.235974205,0.135231759,0.191143338,0.280367712,0.004754589,0.013587912,0.783327111,0.836898396,0,0.848297214,0,0.841498559,0,0,0,0.153846154,0,0,0,0,0,0,0,0,0,0.852941176,0,0.372340426,0,0,0,0,0,1,22,2,6,2019,0,0,1
6/3/2019,63860,9229.88,932.04,576.52,257.74,7721.32,18448.83064,37132.91334,1570751.246,20.9,0,10.7,0,15.8,0,2.2,0,0,0,0,0,0,0,0,0,0,0,18,0,39,0,1.399359637,0.76266347,-0.017349297,-0.020396817,0.254854023,0.918958028,1.399359637,1.415531071,1.063107833,1.028861693,-0.119416287,0.688796265,-0.119416287,0.889552383,-0.119416287,-0.936759689,-0.119416287,-0.29890942,-0.119416287,-0.458917028,0,-0.108600832,0,-0.474886777,0,-0.138702509,0,0.623667232,-0.084140632,0.713266124,-0.084140632,0.620916304,0.477175416,0.290922484,0.155908919,0.166865208,0.436641781,0.620916304,0.58903499,0.78605595,0.745989305,0,0.755417957,0,0.749279539,0,0.078014184,0,0,0,0,0,0,0,0,0,0,0,0.529411765,0,0.414893617,0,0,0,0,0,2,22,3,6,2019,0,0,0
6/4/2019,43583,10221.66,994.8,656.88,270.14,8569.98,12590.90801,13918.30561,1584669.552,20,0,9.4,0,14.7,0,3.3,0,0,0,0,0,0,0,0,0,0,0,12,0,32,0,0.529359237,1.117077941,0.113310812,0.259410505,0.346095073,1.281964447,0.529359236,0.110389086,1.066818565,0.900199021,-0.119416287,0.471806594,-0.119416287,0.716027844,-0.119416287,-0.752698445,-0.119416287,-0.29890942,-0.119416287,-0.458917028,0,-0.108600832,0,-0.474886777,0,-0.138702509,0,0.091965414,-0.084140632,0.388383172,-0.084140632,0.423761279,0.528449434,0.310512089,0.177640759,0.174893176,0.484633629,0.423761279,0.340755378,0.787078784,0.721925134,0,0.715170279,0,0.717579251,0,0.117021277,0,0,0,0,0,0,0,0,0,0,0,0.352941176,0,0.340425532,0,0,0,0,0,3,22,4,6,2019,0,0,0
6/5/2019,39611,9821.79,1005.23,611.87,283.36,8204.69,11443.41733,11210.74452,1595880.296,17.2,0,12.3,0,14.8,0,3.2,0,0,0,0.6,0,0,0,0.6,0,0,0,11,0,35,0,0.358937498,0.974183635,0.13502504,0.102689157,0.443369806,1.125715048,0.358937499,-0.041831951,1.069807439,0.499915155,-0.119416287,0.955860476,-0.119416287,0.731802802,-0.119416287,-0.769431286,-0.119416287,-0.29890942,-0.119416287,-0.355073268,0,-0.108600832,0,-0.372975003,0,-0.138702509,0,0.003348444,-0.084140632,0.527618723,-0.084140632,0.385141179,0.507776561,0.313767659,0.165468657,0.183452026,0.463976425,0.385141179,0.311798084,0.787902644,0.647058824,0,0.80495356,0,0.720461095,0,0.113475177,0,0,0,0.010948905,0,0,0,0.010948905,0,0,0,0.323529412,0,0.372340426,0,0,0,0,0,4,22,5,6,2019,0,0,0
6/6/2019,34670,9891.78,983.39,647.55,338.49,8260.84,10015.98745,6075.383209,1601955.679,17.9,0,7.9,0,12.9,0,5.1,0,0,0,0,0,0,0,0,0,0,0,19,0,46,0,0.146940064,0.999194695,0.089556321,0.226924165,0.849024571,1.149732688,0.146940064,-0.330545666,1.071427185,0.599986121,-0.119416287,0.221433897,-0.119416287,0.432078598,-0.119416287,-0.451507319,-0.119416287,-0.29890942,-0.119416287,-0.458917028,0,-0.108600832,0,-0.474886777,0,-0.138702509,0,0.712284202,-0.084140632,1.038149075,-0.084140632,0.337099409,0.511394973,0.306950626,0.175117638,0.219144115,0.467151716,0.337099409,0.256875531,0.788349114,0.665775401,0,0.66873065,0,0.665706052,0,0.180851064,0,0,0,0,0,0,0,0,0,0,0,0.558823529,0,0.489361702,0,0,0,0,0,5,22,6,6,2019,0,0,0
